,venue_id,venue_name,venue_categories,venue_hasPerk,venue_lat,venue_lng,neighborhood,verified,likes_count,rating,neighborhood_lat_lng,label
101,56ec0cfe498e73779bbb7f10,PAUL (پول),French Restaurant,False,24.73598583490297,46.64728136284227, Al Muhammadiyah District حي المحمدية,False,1039,8.5,"24.731797649999997,46.64991017633719",0
102,5dd175309688f200082619ee,Black Spoon,Restaurant,False,24.731699,46.649523, Al Muhammadiyah District حي المحمدية,False,111,6.4,"24.731797649999997,46.64991017633719",0
103,526e246511d2fa12163d97fd,Diet Center (دايت سنتر),Restaurant,False,24.72938339421411,46.635052265952865, Al Muhammadiyah District حي المحمدية,True,5,5.9,"24.731797649999997,46.64991017633719",0
104,517119f2e4b0e7bbf562f1fd,SMKTNA (سمكتنا),Seafood Restaurant,False,24.721837388840733,46.64925132544811, Al Muhammadiyah District حي المحمدية,False,29,7.4,"24.731797649999997,46.64991017633719",0
105,5ae7cf7e89ad460024edf6a0,Gontran Cherrier,French Restaurant,False,24.73172785125989,46.64794921875, Al Muhammadiyah District حي المحمدية,False,187,6.7,"24.731797649999997,46.64991017633719",0
106,58419abc528930609d2efcfc,Ôplaisir (أوبليزير),French Restaurant,False,24.73936693748291,46.64650541819064, Al Muhammadiyah District حي المحمدية,True,1382,8.8,"24.731797649999997,46.64991017633719",0
107,5cfdba7279f6c7002cd1ba70,OKTO,Greek Restaurant,False,24.731871,46.648323, Al Muhammadiyah District حي المحمدية,False,180,7.7,"24.731797649999997,46.64991017633719",0
108,5e3ac2e0ba5bc40008be8fe1,شباك بيروت,Halal Restaurant,False,24.743339,46.658358, Al Muhammadiyah District حي المحمدية,False,0,7.8,"24.731797649999997,46.64991017633719",0
109,54fd801c498eb43825b55f3a,New York Fries,American Restaurant,False,24.743190750657767,46.65865811108611, Al Muhammadiyah District حي المحمدية,False,15,5.9,"24.731797649999997,46.64991017633719",0
110,5c05745735d3fc002ca427fd,RUHI Indian Restaurant,Indian Restaurant,False,24.731588,46.649379, Al Muhammadiyah District حي المحمدية,True,225,7.6,"24.731797649999997,46.64991017633719",0
111,59a2864f1108ba0bf279b245,Asha's (آشاز),Indian Restaurant,False,24.743762,46.658268, Al Muhammadiyah District حي المحمدية,False,31,6.8,"24.731797649999997,46.64991017633719",0
112,53caf27c498e5a7d7af8c239,Armin (آرمين),Mediterranean Restaurant,False,24.738258802136418,46.642634298167714, Al Muhammadiyah District حي المحمدية,True,2366,8.3,"24.731797649999997,46.64991017633719",0
113,5d336ffe898bc70008b4a987,Em Sherif Café (أم شريف),Lebanese Restaurant,False,24.731416018830966,46.649343967437744, Al Muhammadiyah District حي المحمدية,False,752,8.6,"24.731797649999997,46.64991017633719",0
114,5825dc90e9e6fe0327ba5620,Famille Mary فاميلي ماري,Molecular Gastronomy Restaurant,False,24.736002,46.647298, Al Muhammadiyah District حي المحمدية,False,0,7.8,"24.731797649999997,46.64991017633719",0
115,5ae7d0e8d4cc98002cdfdf05,Catch 22,Restaurant,False,24.731407,46.64855, Al Muhammadiyah District حي المحمدية,False,1176,7.4,"24.731797649999997,46.64991017633719",0
116,5d03edf1f05ca8002dcc5010,Le Vert,Restaurant,False,24.73216,46.648319, Al Muhammadiyah District حي المحمدية,True,526,8.2,"24.731797649999997,46.64991017633719",0
117,5159d577e889ef4d69e3fa30,From Nature,Restaurant,False,24.74422973863232,46.65800213813782, Al Muhammadiyah District حي المحمدية,True,3,7.8,"24.731797649999997,46.64991017633719",0
118,5d381529c46dcb0008343fc5,Riyad Mall,Sri Lankan Restaurant,False,24.74273,46.657989, Al Muhammadiyah District حي المحمدية,False,0,7.8,"24.731797649999997,46.64991017633719",0
119,5ae9fdd5ca18ea002cd6d06f,Antica Armany,Theme Restaurant,False,24.73786,46.65836, Al Muhammadiyah District حي المحمدية,False,0,7.8,"24.731797649999997,46.64991017633719",0
120,537dcacc498edfe993fe84d9,Lamat Remas Bukarari (مطعم لمعة ريماس البخاري),Afghan Restaurant,False,24.786429892615715,46.74755409672179, Ghirnatah District حي غرناطة,False,10,7.3,"24.7919157,46.74432949210845",0
121,5ac680a14a1cc011c912469b,بيت الحمام,African Restaurant,False,24.744898000000006,46.775761, Ghirnatah District حي غرناطة,False,1,7.8,"24.7919157,46.74432949210845",0
122,506ee4ffe4b0dd0f47acd139,بخاري ومضغوط الخيام,Middle Eastern Restaurant,False,24.795938,46.74276, Ghirnatah District حي غرناطة,False,6,6.5,"24.7919157,46.74432949210845",0
123,57fc1c19498e064f77f60978,Texas Roadhouse (تكساس رودهاوس),American Restaurant,False,24.77875881440021,46.73424983573365, Ghirnatah District حي غرناطة,False,509,8.4,"24.7919157,46.74432949210845",0
124,57fad9fc498e90a7831c4525,The Cheesecake Factory (ذي تشيزكيك فاكتوري),American Restaurant,False,24.778321909340573,46.73438228062045, Ghirnatah District حي غرناطة,False,3099,9.1,"24.7919157,46.74432949210845",0
125,4d98c87b744f3704d7dff757,Steak House (ستيك هاوس),American Restaurant,False,24.780583821666042,46.73059579536338, Ghirnatah District حي غرناطة,True,383,7.9,"24.7919157,46.74432949210845",0
